Name,recall ± std,precision ± std,IoU ± std,chunk_size,chunk_overlap,n_results,recall_mean,recall_std,precision_mean,precision_std,iou_mean,iou_std,Created
ChunkSize_450_Overlap_75_RetrieveResults_10,94.55 ± 19.98,0.85 ± 0.55,0.85 ± 0.55,450,75,10,94.55,19.98,0.85,0.55,0.85,0.55,2025-03-31T14:29:59.000Z
ChunkSize_500_Overlap_75_RetrieveResults_1,54.3 ± 48.16,4.64 ± 5.63,4.6 ± 5.58,500,75,1,54.3,48.16,4.64,5.63,4.6,5.58,2025-03-31T14:30:20.000Z
ChunkSize_500_Overlap_75_RetrieveResults_2,70.48 ± 44.11,3.03 ± 2.87,3.02 ± 2.86,500,75,2,70.48,44.11,3.03,2.87,3.02,2.86,2025-03-31T14:30:41.000Z
ChunkSize_500_Overlap_75_RetrieveResults_3,78.01 ± 39.85,2.17 ± 1.84,2.17 ± 1.84,500,75,3,78.01,39.85,2.17,1.84,2.17,1.84,2025-03-31T14:31:02.000Z
ChunkSize_500_Overlap_75_RetrieveResults_4,85.11 ± 34.23,1.78 ± 1.4,1.78 ± 1.4,500,75,4,85.11,34.23,1.78,1.4,1.78,1.4,2025-03-31T14:31:23.000Z
ChunkSize_500_Overlap_75_RetrieveResults_5,87.75 ± 31.3,1.45 ± 1.1,1.45 ± 1.1,500,75,5,87.75,31.3,1.45,1.1,1.45,1.1,2025-03-31T14:31:44.000Z
ChunkSize_500_Overlap_75_RetrieveResults_6,89.06 ± 29.64,1.21 ± 0.91,1.21 ± 0.91,500,75,6,89.06,29.64,1.21,0.91,1.21,0.91,2025-03-31T14:32:26.000Z
ChunkSize_500_Overlap_75_RetrieveResults_7,89.5 ± 29.55,1.05 ± 0.79,1.05 ± 0.79,500,75,7,89.5,29.55,1.05,0.79,1.05,0.79,2025-03-31T14:32:42.000Z
ChunkSize_500_Overlap_75_RetrieveResults_8,91.13 ± 27.99,0.96 ± 0.71,0.96 ± 0.71,500,75,8,91.13,27.99,0.96,0.71,0.96,0.71,2025-03-31T14:33:04.000Z
ChunkSize_500_Overlap_75_RetrieveResults_9,91.13 ± 27.99,0.85 ± 0.63,0.85 ± 0.63,500,75,9,91.13,27.99,0.85,0.63,0.85,0.63,2025-03-31T14:33:26.000Z
ChunkSize_500_Overlap_75_RetrieveResults_10,92.44 ± 25.95,0.77 ± 0.56,0.77 ± 0.56,500,75,10,92.44,25.95,0.77,0.56,0.77,0.56,2025-03-31T14:33:47.000Z
ChunkSize_550_Overlap_75_RetrieveResults_1,54.98 ± 48.84,4.21 ± 5.18,4.19 ± 5.17,550,75,1,54.98,48.84,4.21,5.18,4.19,5.17,2025-03-31T14:34:08.000Z
ChunkSize_550_Overlap_75_RetrieveResults_2,69.37 ± 45.74,2.61 ± 2.62,2.61 ± 2.62,550,75,2,69.37,45.74,2.61,2.62,2.61,2.62,2025-03-31T14:34:29.000Z
ChunkSize_550_Overlap_75_RetrieveResults_3,72.0 ± 44.54,1.81 ± 1.73,1.81 ± 1.73,550,75,3,72.0,44.54,1.81,1.73,1.81,1.73,2025-03-31T14:34:50.000Z
ChunkSize_550_Overlap_75_RetrieveResults_4,74.63 ± 43.14,1.45 ± 1.38,1.45 ± 1.38,550,75,4,74.63,43.14,1.45,1.38,1.45,1.38,2025-03-31T14:35:11.000Z
ChunkSize_550_Overlap_75_RetrieveResults_5,79.89 ± 39.67,1.23 ± 1.08,1.23 ± 1.08,550,75,5,79.89,39.67,1.23,1.08,1.23,1.08,2025-03-31T14:35:32.000Z
ChunkSize_550_Overlap_75_RetrieveResults_6,82.52 ± 37.54,1.06 ± 0.89,1.06 ± 0.89,550,75,6,82.52,37.54,1.06,0.89,1.06,0.89,2025-03-31T14:35:53.000Z
ChunkSize_550_Overlap_75_RetrieveResults_7,87.79 ± 32.24,0.96 ± 0.74,0.96 ± 0.74,550,75,7,87.79,32.24,0.96,0.74,0.96,0.74,2025-03-31T14:36:14.000Z
ChunkSize_550_Overlap_75_RetrieveResults_8,91.73 ± 26.94,0.86 ± 0.63,0.86 ± 0.63,550,75,8,91.73,26.94,0.86,0.63,0.86,0.63,2025-03-31T14:36:35.000Z
ChunkSize_550_Overlap_75_RetrieveResults_9,93.14 ± 24.79,0.77 ± 0.55,0.77 ± 0.55,550,75,9,93.14,24.79,0.77,0.55,0.77,0.55,2025-03-31T14:36:56.000Z
ChunkSize_550_Overlap_75_RetrieveResults_10,93.14 ± 24.79,0.69 ± 0.49,0.69 ± 0.49,550,75,10,93.14,24.79,0.69,0.49,0.69,0.49,2025-03-31T14:37:17.000Z
ChunkSize_600_Overlap_75_RetrieveResults_1,39.48 ± 45.03,3.34 ± 4.76,3.3 ± 4.7,600,75,1,39.48,45.03,3.34,4.76,3.3,4.7,2025-03-31T14:37:38.000Z
ChunkSize_600_Overlap_75_RetrieveResults_2,55.38 ± 47.06,2.18 ± 2.43,2.17 ± 2.42,600,75,2,55.38,47.06,2.18,2.43,2.17,2.42,2025-03-31T14:37:59.000Z
ChunkSize_600_Overlap_75_RetrieveResults_3,62.49 ± 46.03,1.55 ± 1.58,1.54 ± 1.58,600,75,3,62.49,46.03,1.55,1.58,1.54,1.58,2025-03-31T14:38:20.000Z
ChunkSize_600_Overlap_75_RetrieveResults_4,69.59 ± 43.85,1.25 ± 1.17,1.24 ± 1.17,600,75,4,69.59,43.85,1.25,1.17,1.24,1.17,2025-03-31T14:38:41.000Z
ChunkSize_600_Overlap_75_RetrieveResults_5,72.97 ± 42.56,1.05 ± 0.96,1.05 ± 0.96,600,75,5,72.97,42.56,1.05,0.96,1.05,0.96,2025-03-31T14:39:02.000Z
ChunkSize_600_Overlap_75_RetrieveResults_6,75.6 ± 41.03,0.89 ± 0.78,0.89 ± 0.78,600,75,6,75.6,41.03,0.89,0.78,0.89,0.78,2025-03-31T14:39:23.000Z
ChunkSize_600_Overlap_75_RetrieveResults_7,76.92 ± 40.18,0.77 ± 0.67,0.77 ± 0.67,600,75,7,76.92,40.18,0.77,0.67,0.77,0.67,2025-03-31T14:39:39.000Z
ChunkSize_600_Overlap_75_RetrieveResults_8,79.53 ± 38.32,0.68 ± 0.57,0.68 ± 0.57,600,75,8,79.53,38.32,0.68,0.57,0.68,0.57,2025-03-31T14:40:00.000Z
ChunkSize_600_Overlap_75_RetrieveResults_9,81.17 ± 37.33,0.63 ± 0.54,0.63 ± 0.54,600,75,9,81.17,37.33,0.63,0.54,0.63,0.54,2025-03-31T14:40:21.000Z
ChunkSize_600_Overlap_75_RetrieveResults_10,82.55 ± 36.21,0.57 ± 0.48,0.57 ± 0.48,600,75,10,82.55,36.21,0.57,0.48,0.57,0.48,2025-03-31T14:40:42.000Z
ChunkSize_50_Overlap_100_RetrieveResults_1,,,,50,100,1,,,,,,,2025-03-31T14:41:03.000Z
ChunkSize_50_Overlap_100_RetrieveResults_2,,,,50,100,2,,,,,,,2025-03-31T14:41:35.000Z
ChunkSize_50_Overlap_100_RetrieveResults_3,,,,50,100,3,,,,,,,2025-03-31T14:41:56.000Z
ChunkSize_50_Overlap_100_RetrieveResults_4,,,,50,100,4,,,,,,,2025-03-31T14:42:27.000Z
ChunkSize_50_Overlap_100_RetrieveResults_5,,,,50,100,5,,,,,,,2025-03-31T14:42:48.000Z
ChunkSize_50_Overlap_100_RetrieveResults_6,,,,50,100,6,,,,,,,2025-03-31T14:43:04.000Z
ChunkSize_50_Overlap_100_RetrieveResults_7,,,,50,100,7,,,,,,,2025-03-31T14:43:20.000Z
ChunkSize_50_Overlap_100_RetrieveResults_8,,,,50,100,8,,,,,,,2025-03-31T14:43:36.000Z
ChunkSize_50_Overlap_100_RetrieveResults_9,,,,50,100,9,,,,,,,2025-03-31T14:43:52.000Z
ChunkSize_50_Overlap_100_RetrieveResults_10,,,,50,100,10,,,,,,,2025-03-31T14:44:08.000Z
ChunkSize_100_Overlap_100_RetrieveResults_1,,,,100,100,1,,,,,,,2025-03-31T14:44:24.000Z
ChunkSize_100_Overlap_100_RetrieveResults_2,,,,100,100,2,,,,,,,2025-03-31T14:44:40.000Z
ChunkSize_100_Overlap_100_RetrieveResults_3,,,,100,100,3,,,,,,,2025-03-31T14:44:56.000Z
ChunkSize_100_Overlap_100_RetrieveResults_4,,,,100,100,4,,,,,,,2025-03-31T14:45:12.000Z
ChunkSize_100_Overlap_100_RetrieveResults_5,,,,100,100,5,,,,,,,2025-03-31T14:45:27.000Z
ChunkSize_100_Overlap_100_RetrieveResults_6,,,,100,100,6,,,,,,,2025-03-31T14:45:43.000Z
ChunkSize_100_Overlap_100_RetrieveResults_7,,,,100,100,7,,,,,,,2025-03-31T14:45:59.000Z
ChunkSize_100_Overlap_100_RetrieveResults_8,,,,100,100,8,,,,,,,2025-03-31T14:46:15.000Z
ChunkSize_100_Overlap_100_RetrieveResults_9,,,,100,100,9,,,,,,,2025-03-31T14:46:31.000Z
ChunkSize_100_Overlap_100_RetrieveResults_10,,,,100,100,10,,,,,,,2025-03-31T14:46:47.000Z
ChunkSize_150_Overlap_100_RetrieveResults_1,,,,150,100,1,,,,,,,2025-03-31T14:47:03.000Z
ChunkSize_150_Overlap_100_RetrieveResults_2,,,,150,100,2,,,,,,,2025-03-31T14:47:34.000Z
ChunkSize_150_Overlap_100_RetrieveResults_3,,,,150,100,3,,,,,,,2025-03-31T14:47:50.000Z
ChunkSize_150_Overlap_100_RetrieveResults_4,,,,150,100,4,,,,,,,2025-03-31T14:48:06.000Z
ChunkSize_150_Overlap_100_RetrieveResults_5,,,,150,100,5,,,,,,,2025-03-31T14:48:21.000Z
ChunkSize_150_Overlap_100_RetrieveResults_6,,,,150,100,6,,,,,,,2025-03-31T14:48:37.000Z
ChunkSize_150_Overlap_100_RetrieveResults_7,,,,150,100,7,,,,,,,2025-03-31T14:48:53.000Z
ChunkSize_150_Overlap_100_RetrieveResults_8,,,,150,100,8,,,,,,,2025-03-31T14:49:09.000Z
ChunkSize_150_Overlap_100_RetrieveResults_9,,,,150,100,9,,,,,,,2025-03-31T14:49:25.000Z
ChunkSize_150_Overlap_100_RetrieveResults_10,,,,150,100,10,,,,,,,2025-03-31T14:49:46.000Z
ChunkSize_200_Overlap_100_RetrieveResults_1,71.7 ± 40.37,14.42 ± 12.78,14.06 ± 12.4,200,100,1,71.7,40.37,14.42,12.78,14.06,12.4,2025-03-31T14:50:02.000Z
ChunkSize_200_Overlap_100_RetrieveResults_2,85.51 ± 32.07,8.84 ± 6.61,8.79 ± 6.56,200,100,2,85.51,32.07,8.84,6.61,8.79,6.56,2025-03-31T14:50:23.000Z
ChunkSize_200_Overlap_100_RetrieveResults_3,90.44 ± 25.42,6.17 ± 4.41,6.16 ± 4.4,200,100,3,90.44,25.42,6.17,4.41,6.16,4.4,2025-03-31T14:50:44.000Z
ChunkSize_200_Overlap_100_RetrieveResults_4,94.68 ± 19.36,4.89 ± 3.28,4.89 ± 3.27,200,100,4,94.68,19.36,4.89,3.28,4.89,3.27,2025-03-31T14:51:05.000Z
ChunkSize_200_Overlap_100_RetrieveResults_5,97.32 ± 14.71,3.96 ± 2.59,3.96 ± 2.59,200,100,5,97.32,14.71,3.96,2.59,3.96,2.59,2025-03-31T14:51:26.000Z
ChunkSize_200_Overlap_100_RetrieveResults_6,97.63 ± 14.51,3.33 ± 2.2,3.33 ± 2.2,200,100,6,97.63,14.51,3.33,2.2,3.33,2.2,2025-03-31T14:51:47.000Z
ChunkSize_200_Overlap_100_RetrieveResults_7,97.63 ± 14.51,2.86 ± 1.89,2.86 ± 1.89,200,100,7,97.63,14.51,2.86,1.89,2.86,1.89,2025-03-31T14:52:08.000Z
ChunkSize_200_Overlap_100_RetrieveResults_8,97.63 ± 14.51,2.5 ± 1.66,2.5 ± 1.66,200,100,8,97.63,14.51,2.5,1.66,2.5,1.66,2025-03-31T14:52:34.000Z
ChunkSize_200_Overlap_100_RetrieveResults_9,100.0 ± 0.0,2.28 ± 1.44,2.28 ± 1.44,200,100,9,100.0,0.0,2.28,1.44,2.28,1.44,2025-03-31T14:52:55.000Z
ChunkSize_200_Overlap_100_RetrieveResults_10,100.0 ± 0.0,2.05 ± 1.3,2.05 ± 1.3,200,100,10,100.0,0.0,2.05,1.3,2.05,1.3,2025-03-31T14:53:16.000Z
ChunkSize_250_Overlap_100_RetrieveResults_1,81.61 ± 35.91,13.59 ± 11.09,13.5 ± 11.1,250,100,1,81.61,35.91,13.59,11.09,13.5,11.1,2025-03-31T14:53:43.000Z
ChunkSize_250_Overlap_100_RetrieveResults_2,87.65 ± 28.92,7.18 ± 5.45,7.15 ± 5.45,250,100,2,87.65,28.92,7.18,5.45,7.15,5.45,2025-03-31T14:54:09.000Z
ChunkSize_250_Overlap_100_RetrieveResults_3,93.99 ± 19.96,5.11 ± 3.51,5.1 ± 3.51,250,100,3,93.99,19.96,5.11,3.51,5.1,3.51,2025-03-31T14:54:30.000Z
ChunkSize_250_Overlap_100_RetrieveResults_4,95.14 ± 18.94,3.9 ± 2.69,3.9 ± 2.69,250,100,4,95.14,18.94,3.9,2.69,3.9,2.69,2025-03-31T14:54:51.000Z
ChunkSize_250_Overlap_100_RetrieveResults_5,96.01 ± 17.8,3.16 ± 2.16,3.16 ± 2.16,250,100,5,96.01,17.8,3.16,2.16,3.16,2.16,2025-03-31T14:55:12.000Z
ChunkSize_250_Overlap_100_RetrieveResults_6,98.65 ± 8.23,2.7 ± 1.75,2.7 ± 1.75,250,100,6,98.65,8.23,2.7,1.75,2.7,1.75,2025-03-31T14:55:33.000Z
ChunkSize_250_Overlap_100_RetrieveResults_7,98.65 ± 8.23,2.32 ± 1.49,2.32 ± 1.49,250,100,7,98.65,8.23,2.32,1.49,2.32,1.49,2025-03-31T14:55:54.000Z
ChunkSize_250_Overlap_100_RetrieveResults_8,98.65 ± 8.23,2.03 ± 1.31,2.03 ± 1.31,250,100,8,98.65,8.23,2.03,1.31,2.03,1.31,2025-03-31T14:56:16.000Z
ChunkSize_250_Overlap_100_RetrieveResults_9,98.65 ± 8.23,1.81 ± 1.17,1.81 ± 1.17,250,100,9,98.65,8.23,1.81,1.17,1.81,1.17,2025-03-31T14:56:37.000Z
ChunkSize_250_Overlap_100_RetrieveResults_10,99.34 ± 5.73,1.63 ± 1.04,1.63 ± 1.04,250,100,10,99.34,5.73,1.63,1.04,1.63,1.04,2025-03-31T14:56:58.000Z
ChunkSize_300_Overlap_100_RetrieveResults_1,75.8 ± 40.81,10.16 ± 8.99,10.06 ± 8.84,300,100,1,75.8,40.81,10.16,8.99,10.06,8.84,2025-03-31T14:57:19.000Z
ChunkSize_300_Overlap_100_RetrieveResults_2,91.54 ± 25.91,6.27 ± 4.6,6.27 ± 4.61,300,100,2,91.54,25.91,6.27,4.6,6.27,4.61,2025-03-31T14:57:40.000Z
ChunkSize_300_Overlap_100_RetrieveResults_3,93.37 ± 22.02,4.28 ± 3.01,4.28 ± 3.01,300,100,3,93.37,22.02,4.28,3.01,4.28,3.01,2025-03-31T14:58:01.000Z
ChunkSize_300_Overlap_100_RetrieveResults_4,96.15 ± 17.32,3.3 ± 2.23,3.3 ± 2.23,300,100,4,96.15,17.32,3.3,2.23,3.3,2.23,2025-03-31T14:58:22.000Z
ChunkSize_300_Overlap_100_RetrieveResults_5,99.48 ± 3.87,2.71 ± 1.73,2.71 ± 1.73,300,100,5,99.48,3.87,2.71,1.73,2.71,1.73,2025-03-31T14:59:20.000Z
ChunkSize_300_Overlap_100_RetrieveResults_6,99.48 ± 3.87,2.27 ± 1.45,2.27 ± 1.45,300,100,6,99.48,3.87,2.27,1.45,2.27,1.45,2025-03-31T15:00:13.000Z
ChunkSize_300_Overlap_100_RetrieveResults_7,99.92 ± 0.73,1.96 ± 1.24,1.96 ± 1.24,300,100,7,99.92,0.73,1.96,1.24,1.96,1.24,2025-03-31T15:01:01.000Z
ChunkSize_300_Overlap_100_RetrieveResults_8,99.92 ± 0.73,1.71 ± 1.09,1.71 ± 1.09,300,100,8,99.92,0.73,1.71,1.09,1.71,1.09,2025-03-31T15:01:42.000Z
ChunkSize_300_Overlap_100_RetrieveResults_9,100.0 ± 0.0,1.52 ± 0.96,1.52 ± 0.96,300,100,9,100.0,0.0,1.52,0.96,1.52,0.96,2025-03-31T15:02:35.000Z
ChunkSize_300_Overlap_100_RetrieveResults_10,100.0 ± 0.0,1.37 ± 0.86,1.37 ± 0.86,300,100,10,100.0,0.0,1.37,0.86,1.37,0.86,2025-03-31T15:03:16.000Z
ChunkSize_350_Overlap_100_RetrieveResults_1,71.86 ± 42.84,8.0 ± 6.97,7.91 ± 6.96,350,100,1,71.86,42.84,8.0,6.97,7.91,6.96,2025-03-31T15:03:59.000Z
ChunkSize_350_Overlap_100_RetrieveResults_2,89.05 ± 29.16,5.26 ± 3.92,5.25 ± 3.92,350,100,2,89.05,29.16,5.26,3.92,5.25,3.92,2025-03-31T15:04:41.000Z
ChunkSize_350_Overlap_100_RetrieveResults_3,93.21 ± 22.75,3.66 ± 2.58,3.66 ± 2.58,350,100,3,93.21,22.75,3.66,2.58,3.66,2.58,2025-03-31T15:05:17.000Z
ChunkSize_350_Overlap_100_RetrieveResults_4,95.84 ± 16.83,2.8 ± 1.89,2.8 ± 1.89,350,100,4,95.84,16.83,2.8,1.89,2.8,1.89,2025-03-31T15:05:43.000Z
ChunkSize_350_Overlap_100_RetrieveResults_5,97.45 ± 12.49,2.27 ± 1.5,2.26 ± 1.5,350,100,5,97.45,12.49,2.27,1.5,2.26,1.5,2025-03-31T15:06:05.000Z
ChunkSize_350_Overlap_100_RetrieveResults_6,99.44 ± 3.43,1.92 ± 1.23,1.92 ± 1.23,350,100,6,99.44,3.43,1.92,1.23,1.92,1.23,2025-03-31T15:06:31.000Z
ChunkSize_350_Overlap_100_RetrieveResults_7,99.44 ± 3.43,1.65 ± 1.06,1.65 ± 1.06,350,100,7,99.44,3.43,1.65,1.06,1.65,1.06,2025-03-31T15:06:52.000Z
ChunkSize_350_Overlap_100_RetrieveResults_8,99.44 ± 3.43,1.44 ± 0.92,1.44 ± 0.92,350,100,8,99.44,3.43,1.44,0.92,1.44,0.92,2025-03-31T15:07:13.000Z
ChunkSize_350_Overlap_100_RetrieveResults_9,99.44 ± 3.43,1.29 ± 0.82,1.29 ± 0.82,350,100,9,99.44,3.43,1.29,0.82,1.29,0.82,2025-03-31T15:07:39.000Z
ChunkSize_350_Overlap_100_RetrieveResults_10,99.44 ± 3.43,1.16 ± 0.74,1.16 ± 0.74,350,100,10,99.44,3.43,1.16,0.74,1.16,0.74,2025-03-31T15:08:00.000Z
ChunkSize_400_Overlap_100_RetrieveResults_1,72.64 ± 41.44,7.34 ± 6.58,7.26 ± 6.55,400,100,1,72.64,41.44,7.34,6.58,7.26,6.55,2025-03-31T15:08:21.000Z
ChunkSize_400_Overlap_100_RetrieveResults_2,81.47 ± 35.61,4.19 ± 3.45,4.18 ± 3.45,400,100,2,81.47,35.61,4.19,3.45,4.18,3.45,2025-03-31T15:08:42.000Z
ChunkSize_400_Overlap_100_RetrieveResults_3,85.42 ± 31.69,2.95 ± 2.25,2.94 ± 2.25,400,100,3,85.42,31.69,2.95,2.25,2.94,2.25,2025-03-31T15:09:03.000Z
ChunkSize_400_Overlap_100_RetrieveResults_4,88.67 ± 28.42,2.28 ± 1.65,2.27 ± 1.65,400,100,4,88.67,28.42,2.28,1.65,2.27,1.65,2025-03-31T15:09:24.000Z
ChunkSize_400_Overlap_100_RetrieveResults_5,91.98 ± 23.96,1.92 ± 1.38,1.92 ± 1.38,400,100,5,91.98,23.96,1.92,1.38,1.92,1.38,2025-03-31T15:09:45.000Z
ChunkSize_400_Overlap_100_RetrieveResults_6,93.4 ± 21.5,1.63 ± 1.14,1.63 ± 1.14,400,100,6,93.4,21.5,1.63,1.14,1.63,1.14,2025-03-31T15:10:06.000Z
ChunkSize_400_Overlap_100_RetrieveResults_7,94.96 ± 20.31,1.41 ± 0.96,1.41 ± 0.96,400,100,7,94.96,20.31,1.41,0.96,1.41,0.96,2025-03-31T15:10:32.000Z
ChunkSize_400_Overlap_100_RetrieveResults_8,94.96 ± 20.31,1.23 ± 0.84,1.23 ± 0.84,400,100,8,94.96,20.31,1.23,0.84,1.23,0.84,2025-03-31T15:10:53.000Z
ChunkSize_400_Overlap_100_RetrieveResults_9,94.96 ± 20.31,1.1 ± 0.75,1.1 ± 0.75,400,100,9,94.96,20.31,1.1,0.75,1.1,0.75,2025-03-31T15:11:14.000Z
ChunkSize_400_Overlap_100_RetrieveResults_10,96.08 ± 19.32,1.0 ± 0.68,1.0 ± 0.68,400,100,10,96.08,19.32,1.0,0.68,1.0,0.68,2025-03-31T15:11:35.000Z
ChunkSize_450_Overlap_100_RetrieveResults_1,56.55 ± 46.44,5.16 ± 5.61,5.09 ± 5.6,450,100,1,56.55,46.44,5.16,5.61,5.09,5.6,2025-03-31T15:11:57.000Z
ChunkSize_450_Overlap_100_RetrieveResults_2,72.75 ± 41.41,3.31 ± 3.08,3.3 ± 3.07,450,100,2,72.75,41.41,3.31,3.08,3.3,3.07,2025-03-31T15:12:18.000Z
ChunkSize_450_Overlap_100_RetrieveResults_3,79.29 ± 37.12,2.35 ± 1.97,2.35 ± 1.97,450,100,3,79.29,37.12,2.35,1.97,2.35,1.97,2025-03-31T15:12:44.000Z
ChunkSize_450_Overlap_100_RetrieveResults_4,82.84 ± 34.92,1.84 ± 1.5,1.84 ± 1.5,450,100,4,82.84,34.92,1.84,1.5,1.84,1.5,2025-03-31T15:13:05.000Z
ChunkSize_450_Overlap_100_RetrieveResults_5,85.71 ± 32.28,1.51 ± 1.18,1.51 ± 1.18,450,100,5,85.71,32.28,1.51,1.18,1.51,1.18,2025-03-31T15:13:26.000Z
ChunkSize_450_Overlap_100_RetrieveResults_6,88.08 ± 29.79,1.31 ± 0.97,1.31 ± 0.97,450,100,6,88.08,29.79,1.31,0.97,1.31,0.97,2025-03-31T15:13:47.000Z
ChunkSize_450_Overlap_100_RetrieveResults_7,88.08 ± 29.79,1.12 ± 0.83,1.12 ± 0.83,450,100,7,88.08,29.79,1.12,0.83,1.12,0.83,2025-03-31T15:14:08.000Z
ChunkSize_450_Overlap_100_RetrieveResults_8,90.71 ± 26.08,1.02 ± 0.72,1.02 ± 0.72,450,100,8,90.71,26.08,1.02,0.72,1.02,0.72,2025-03-31T15:14:29.000Z
ChunkSize_450_Overlap_100_RetrieveResults_9,92.95 ± 22.82,0.93 ± 0.63,0.93 ± 0.63,450,100,9,92.95,22.82,0.93,0.63,0.93,0.63,2025-03-31T15:14:55.000Z
ChunkSize_450_Overlap_100_RetrieveResults_10,94.26 ± 20.15,0.84 ± 0.56,0.84 ± 0.56,450,100,10,94.26,20.15,0.84,0.56,0.84,0.56,2025-03-31T15:15:16.000Z
ChunkSize_500_Overlap_100_RetrieveResults_1,58.79 ± 48.17,4.76 ± 5.54,4.74 ± 5.52,500,100,1,58.79,48.17,4.76,5.54,4.74,5.52,2025-03-31T15:15:48.000Z
ChunkSize_500_Overlap_100_RetrieveResults_2,74.41 ± 42.52,3.23 ± 3.04,3.23 ± 3.04,500,100,2,74.41,42.52,3.23,3.04,3.23,3.04,2025-03-31T15:16:09.000Z
ChunkSize_500_Overlap_100_RetrieveResults_3,79.6 ± 39.85,2.33 ± 2.02,2.33 ± 2.02,500,100,3,79.6,39.85,2.33,2.02,2.33,2.02,2025-03-31T15:16:30.000Z
ChunkSize_500_Overlap_100_RetrieveResults_4,80.92 ± 38.84,1.77 ± 1.5,1.77 ± 1.5,500,100,4,80.92,38.84,1.77,1.5,1.77,1.5,2025-03-31T15:16:51.000Z
ChunkSize_500_Overlap_100_RetrieveResults_5,82.23 ± 37.75,1.43 ± 1.19,1.43 ± 1.19,500,100,5,82.23,37.75,1.43,1.19,1.43,1.19,2025-03-31T15:17:12.000Z
ChunkSize_500_Overlap_100_RetrieveResults_6,83.55 ± 36.59,1.2 ± 0.98,1.2 ± 0.98,500,100,6,83.55,36.59,1.2,0.98,1.2,0.98,2025-03-31T15:17:33.000Z
ChunkSize_500_Overlap_100_RetrieveResults_7,87.5 ± 32.53,1.06 ± 0.82,1.06 ± 0.82,500,100,7,87.5,32.53,1.06,0.82,1.06,0.82,2025-03-31T15:17:54.000Z
ChunkSize_500_Overlap_100_RetrieveResults_8,88.81 ± 30.95,0.93 ± 0.71,0.93 ± 0.71,500,100,8,88.81,30.95,0.93,0.71,0.93,0.71,2025-03-31T15:18:15.000Z
ChunkSize_500_Overlap_100_RetrieveResults_9,92.73 ± 25.33,0.85 ± 0.62,0.85 ± 0.62,500,100,9,92.73,25.33,0.85,0.62,0.85,0.62,2025-03-31T15:18:36.000Z
ChunkSize_500_Overlap_100_RetrieveResults_10,94.05 ± 22.96,0.78 ± 0.55,0.78 ± 0.55,500,100,10,94.05,22.96,0.78,0.55,0.78,0.55,2025-03-31T15:18:57.000Z
ChunkSize_550_Overlap_100_RetrieveResults_1,64.18 ± 46.65,4.91 ± 4.85,4.87 ± 4.82,550,100,1,64.18,46.65,4.91,4.85,4.87,4.82,2025-03-31T15:19:18.000Z
ChunkSize_550_Overlap_100_RetrieveResults_2,72.23 ± 43.23,2.71 ± 2.37,2.7 ± 2.36,550,100,2,72.23,43.23,2.71,2.37,2.7,2.36,2025-03-31T15:19:39.000Z
ChunkSize_550_Overlap_100_RetrieveResults_3,76.18 ± 40.96,1.86 ± 1.54,1.86 ± 1.54,550,100,3,76.18,40.96,1.86,1.54,1.86,1.54,2025-03-31T15:20:00.000Z
ChunkSize_550_Overlap_100_RetrieveResults_4,79.93 ± 39.1,1.48 ± 1.25,1.48 ± 1.25,550,100,4,79.93,39.1,1.48,1.25,1.48,1.25,2025-03-31T15:20:21.000Z
ChunkSize_550_Overlap_100_RetrieveResults_5,81.25 ± 38.06,1.2 ± 0.98,1.2 ± 0.98,550,100,5,81.25,38.06,1.2,0.98,1.2,0.98,2025-03-31T15:20:43.000Z
ChunkSize_550_Overlap_100_RetrieveResults_6,85.2 ± 34.44,1.04 ± 0.8,1.04 ± 0.8,550,100,6,85.2,34.44,1.04,0.8,1.04,0.8,2025-03-31T15:21:04.000Z
ChunkSize_550_Overlap_100_RetrieveResults_7,85.2 ± 34.44,0.89 ± 0.69,0.89 ± 0.69,550,100,7,85.2,34.44,0.89,0.69,0.89,0.69,2025-03-31T15:21:25.000Z
ChunkSize_550_Overlap_100_RetrieveResults_8,87.8 ± 31.61,0.79 ± 0.59,0.79 ± 0.59,550,100,8,87.8,31.61,0.79,0.59,0.79,0.59,2025-03-31T15:21:51.000Z
ChunkSize_550_Overlap_100_RetrieveResults_9,87.8 ± 31.61,0.71 ± 0.53,0.71 ± 0.53,550,100,9,87.8,31.61,0.71,0.53,0.71,0.53,2025-03-31T15:22:12.000Z
ChunkSize_550_Overlap_100_RetrieveResults_10,87.8 ± 31.61,0.64 ± 0.47,0.64 ± 0.47,550,100,10,87.8,31.61,0.64,0.47,0.64,0.47,2025-03-31T15:22:33.000Z
ChunkSize_600_Overlap_100_RetrieveResults_1,60.21 ± 47.51,4.43 ± 4.86,4.41 ± 4.85,600,100,1,60.21,47.51,4.43,4.86,4.41,4.85,2025-03-31T15:22:54.000Z
ChunkSize_600_Overlap_100_RetrieveResults_2,70.42 ± 44.37,2.57 ± 2.54,2.57 ± 2.54,600,100,2,70.42,44.37,2.57,2.54,2.57,2.54,2025-03-31T15:23:16.000Z
ChunkSize_600_Overlap_100_RetrieveResults_3,77.0 ± 40.71,1.84 ± 1.65,1.84 ± 1.65,600,100,3,77.0,40.71,1.84,1.65,1.84,1.65,2025-03-31T15:23:37.000Z
